,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_sampl__sampling_strategy,param_tfidf__use_idf,param_vect__binary,param_vect__max_df,param_vect__max_features,param_vect__ngram_range,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
46,7.393137216567993,0.47380781173706055,2.3343281745910645,0.37270092964172363,auto,False,False,0.8,10000,"(1, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__ngram_range': (1, 2)}",-1.0726732581589205,-1.1572467940754447,-1.1149600261171826,0.04228676795826214,21,-0.6772102652963838,-0.6724763830585581,-0.674843324177471,0.002366941118912891
47,6.441994309425354,0.6576327085494995,1.4380649328231812,0.11546313762664795,auto,False,False,0.8,10000,"(2, 2)","{'sampl__sampling_strategy': 'auto', 'tfidf__use_idf': False, 'vect__binary': False, 'vect__max_df': 0.8, 'vect__max_features': 10000, 'vect__ngram_range': (2, 2)}",-1.4831058644222421,-1.5096092673696682,-1.4963575658959554,0.013251701473713018,69,-0.8856979598713967,-0.8615410514855533,-0.873619505678475,0.012078454192921695
48,4.961321592330933,0.3146347999572754,1.4690712690353394,0.4575303792953491,majority,True,True,1.0,,"(1, 1)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (1, 1)}",-1.1565219711002763,-1.3447305430820873,-1.2506262570911817,0.09410428599090548,51,-0.2616651625968939,-0.2545626246344011,-0.2581138936156475,0.003551268981246386
49,10.546880841255188,0.9615920782089233,3.809114098548889,0.7582193613052368,majority,True,True,1.0,,"(1, 2)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (1, 2)}",-1.1487936596485142,-1.3176704585544994,-1.2332320591015067,0.08443839945299259,45,-0.2667954430002103,-0.27214714499010306,-0.2694712939951567,0.0026758509949463827
50,8.155821561813354,0.5024416446685791,4.759258031845093,0.3478889465332031,majority,True,True,1.0,,"(2, 2)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 1.0, 'vect__max_features': None, 'vect__ngram_range': (2, 2)}",-1.6222767250676398,-1.7591229386837663,-1.690699831875703,0.0684231068080633,95,-0.31463278195195626,-0.314568044026838,-0.3146004129893971,3.2368962559120584e-05
51,1.6589001417160034,0.03241884708404541,1.0125240087509155,0.05535471439361572,majority,True,True,1.0,10000,"(1, 1)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (1, 1)}",-1.2579332441512399,-1.3912207589413825,-1.3245770015463112,0.06664375739507133,57,-0.28374411768602037,-0.26985257362737824,-0.2767983456566993,0.006945772029321062
52,8.483041524887085,0.09872555732727051,2.3109487295150757,0.05506241321563721,majority,True,True,1.0,10000,"(1, 2)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (1, 2)}",-1.1064420877820103,-1.2869816069597653,-1.1967118473708875,0.09026975958887751,39,-0.2600328492771972,-0.2548024304633937,-0.2574176398702954,0.0026152094069017695
53,7.640182614326477,0.16597282886505127,1.2901251316070557,0.0486757755279541,majority,True,True,1.0,10000,"(2, 2)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 1.0, 'vect__max_features': 10000, 'vect__ngram_range': (2, 2)}",-1.6238024548467263,-1.644907262490629,-1.6343548586686776,0.010552403821951328,87,-0.3968776454882372,-0.3344404162530655,-0.3656590308706513,0.03121861461758585
54,5.542250990867615,0.3189471960067749,1.2024844884872437,0.12670409679412842,majority,True,True,0.8,,"(1, 1)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (1, 1)}",-1.1565219711002763,-1.3447305430820873,-1.2506262570911817,0.09410428599090548,51,-0.2616651625968939,-0.2545626246344011,-0.2581138936156475,0.003551268981246386
55,10.10607361793518,1.4008138179779053,4.488673806190491,1.2825900316238403,majority,True,True,0.8,,"(1, 2)","{'sampl__sampling_strategy': 'majority', 'tfidf__use_idf': True, 'vect__binary': True, 'vect__max_df': 0.8, 'vect__max_features': None, 'vect__ngram_range': (1, 2)}",-1.1487936596485142,-1.3176704585544994,-1.2332320591015067,0.08443839945299259,45,-0.2667954430002103,-0.27214714499010306,-0.2694712939951567,0.0026758509949463827
